date,identifier,sector,index_membership,market_cap,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
30-03-01,1032941,Sector3,TRUE,11570.1056,-0.136038807,-1.165327042,8.388439459,1.396507499,0.732478475,0.970762515,-0.793431866,0.177330649,FALSE,2,4
30-04-01,1032941,Sector1,TRUE,9996.122238,-0.208077618,-0.555139386,15,1.568359273,-0.7738692,-1.175569921,-0.095398649,-1.27096857,FALSE,0,3
31-05-01,1032941,Sector7,TRUE,7916.152933,-0.273772864,0.354960095,-15,-0.864834844,-1.334297186,0.168797181,-0.634048674,-0.465251493,FALSE,0,2
29-06-01,1032941,Sector11,FALSE,5748.925071,-0.053724381,-1.538494493,3.416264554,-0.759669377,0.275221319,0.721864036,1.040381768,1.762245803,FALSE,1,1
31-07-01,1032941,Sector2,FALSE,5440.067631,-0.280572688,-2.454806953,1.406250245,-1.089168444,2.114084301,0.412376054,-0.21355,0.198826054,FALSE,1,4
31-08-01,1032941,Sector10,TRUE,3913.733235,-0.456394746,-0.086356094,15,-0.463109374,-0.324102851,0.83663278,0.944660846,1.781293626,FALSE,2,0
28-09-01,1032941,Sector6,FALSE,2127.525948,-0.003620378,-3.451576042,15,-1.068425267,0.154675063,-1.517592685,0.011433469,-1.506159216,TRUE,0,1
31-10-01,1032941,Sector3,TRUE,2119.8235,-0.553633988,-1.855627111,-1.713900734,0.581954547,0.369090309,-0.276538565,-2.227653988,-2.504192554,FALSE,1,3
30-11-01,1032941,Sector6,FALSE,946.2171613,-0.447787902,0.652398622,15,1.530403957,-0.956886221,0.042516076,-0.738070079,-0.695554003,FALSE,3,3
31-12-01,1032941,Sector7,TRUE,522.5125636,-0.926363867,1.345390918,15,-0.234269699,-0.318309529,1.298752826,0.458747615,1.757500442,FALSE,2,0
31-01-02,1032941,Sector5,TRUE,38.47580438,-0.064452509,1.544272242,15,-0.725154685,1.862373199,0.592659901,0.848586225,1.441246126,TRUE,2,1
28-02-02,1032941,Sector4,FALSE,35.99594226,-0.191805691,3.102792194,-15,3.628224148,0.36841094,0.971373155,0.709503926,1.680877081,FALSE,1,4
29-03-02,1032941,Sector4,TRUE,,0.020980786,-3.337579576,15,-1.347499227,-0.650400703,1.699249554,-0.546198214,1.153051339,FALSE,1,3
30-04-02,1032941,Sector10,TRUE,29.70208275,0.111711765,0.617634514,3.150197637,-0.105497109,0.705717963,-0.938498812,0.465934744,-0.472564067,TRUE,2,0
31-05-02,1032941,Sector8,TRUE,33.02015483,-0.443502939,-0.48392963,-12.87493144,1.728213667,-1.506132913,-0.032773673,2.330852037,2.298078364,FALSE,0,1
28-06-02,1032941,Sector5,TRUE,18.3756191,0.264968161,0.907086361,15,0.814884379,0.781691209,0.00440686,0.755973287,0.760380147,FALSE,0,0
31-07-02,1032941,Sector2,TRUE,23.24457311,0.471911966,2.07042171,2.612591643,1.246671596,-0.233089352,2.048651016,0.576872691,2.625523707,TRUE,1,3
30-08-02,1032941,Sector11,FALSE,34.21396531,-0.511380323,-4.098656699,-0.457655011,-5.104372079,-1.609518286,0.95704258,-0.587910418,0.369132162,FALSE,3,2
30-09-02,1032941,Sector1,TRUE,16.71761668,-0.228421598,-0.923971503,-15,-1.594509531,-1.585707837,1.724858567,1.323222455,3.048081022,TRUE,0,0
31-10-02,1032941,Sector11,TRUE,12.89895197,-0.05232042,0.259685941,-4.128310432,0.022980127,-0.381866446,-0.925027895,-1.488510785,-2.41353868,TRUE,0,1
29-11-02,1032941,Sector6,TRUE,12.22407338,-0.271408891,-1.967163863,15,-1.742247877,0.466649923,1.100297666,1.799399889,2.899697555,FALSE,2,2
31-12-02,1032941,Sector3,TRUE,8.906351181,0.24346197,0.131007272,2.891313379,-1.8666355,0.21704556,0.80718581,-1.194649927,-0.387464117,FALSE,0,0
31-01-03,1032941,Sector10,TRUE,11.07470898,0.287066813,-5.852273346,15,-5.692103189,-0.389851577,-1.366554334,1.637714352,0.271160018,TRUE,2,0
28-02-03,1032941,Sector8,TRUE,14.25389039,0.272545171,1.699808284,-1.116402024,3.029213235,-0.914984167,-0.146360082,0.305405709,0.159045627,FALSE,3,3
31-03-03,1032941,Sector6,TRUE,18.13871939,-0.345629183,1.609588913,15,2.257507773,3.395280082,0.998387906,-0.794413226,0.20397468,FALSE,1,3
30-04-03,1032941,Sector8,TRUE,11.86944863,-0.422828725,-2.370703992,-0.352753662,-2.093531288,0.070368632,-0.208703189,-1.577009347,-1.785712536,FALSE,0,2
30-05-03,1032941,Sector2,TRUE,6.850704799,-0.084555662,1.149446099,13.21337286,0.059364373,1.041889867,0.039413243,0.279006086,0.318419328,TRUE,0,3
30-06-03,1032941,Sector2,TRUE,6.271438918,0.388260474,0.807411657,-8.605588564,3.127207461,-0.746866101,-0.028453592,1.891825689,1.863372096,FALSE,1,0
31-07-03,1032941,Sector4,FALSE,8.706390769,-0.151456144,-1.108314003,-15,-3.8706334,1.269401049,0.385981905,0.443792473,0.829774378,FALSE,2,2
29-08-03,1032941,Sector7,TRUE,7.387754395,-0.28087598,1.783909289,-15,2.539267577,2.274074455,0.242413889,-1.657750707,-1.415336817,TRUE,0,1
30-09-03,1032941,Sector7,TRUE,5.31271164,-0.020245804,0.878319266,15,0.564692189,0.743322177,-0.346752765,-0.508600997,-0.855353762,FALSE,3,2
31-10-03,1032941,Sector1,TRUE,5.205151522,0.241222486,-0.179929694,-15,-0.938310692,-0.736178161,1.131953462,-1.009718317,0.122235145,FALSE,3,2
28-11-03,1032941,Sector6,TRUE,6.460751113,-0.378579463,-2.182542053,15,-5.019620379,0.614816785,0.638111157,1.185990367,1.824101524,FALSE,3,4
31-12-03,1032941,Sector2,TRUE,4.014843424,0.470682148,-1.452631614,15,-4.12359179,-0.025804961,-0.231275604,1.617553846,1.386278242,TRUE,4,3
30-01-04,1032941,Sector5,TRUE,5.904558552,-0.253239082,-0.720728663,-15,-2.415733734,-0.7305935,-0.537816615,-0.817193349,-1.355009964,FALSE,2,1
27-02-04,1032941,Sector10,FALSE,4.409293565,-0.286776144,3.651270402,15,3.323209175,-0.582798737,0.193622464,1.061634112,1.255256576,FALSE,3,0
31-03-04,1032941,Sector2,TRUE,3.14481336,0.033246529,1.374113724,-2.300167688,4.239094338,1.030945457,0.220361981,-1.376557642,-1.156195661,FALSE,2,4
30-04-04,1032941,Sector2,FALSE,3.249367489,-0.12927939,1.995840503,4.475750689,2.731156566,-1.716251603,-1.241387956,-0.878009876,-2.119397831,FALSE,4,2
31-05-04,1032941,Sector7,TRUE,2.829291244,0.472597261,-3.430342412,-15,-6.104029289,-0.371545707,-0.577378466,1.684101209,1.106722743,TRUE,2,1
30-06-04,1032941,Sector10,TRUE,4.166406537,-0.18041466,-1.3309443,-15,0.200386086,1.226232235,-0.735642599,-0.433665074,-1.169307672,FALSE,1,0
30-07-04,1032941,Sector7,FALSE,3.414725718,0.001497269,-0.370154686,-15,-0.661818116,0.009848107,0.539806729,1.936720209,2.476526939,TRUE,2,3
31-08-04,1032941,Sector6,TRUE,3.41983848,-0.309978777,-1.436504783,15,-2.104165529,-0.307487982,-0.389963887,0.470376734,0.080412846,TRUE,2,1
30-09-04,1032941,Sector5,TRUE,2.35976113,-0.032699936,4.903399899,-15,5.222413447,-0.078688999,0.822259591,-0.681724148,0.140535443,FALSE,2,1
29-10-04,1032941,Sector5,TRUE,2.282597093,0.154870693,-1.586610759,-15,-3.905300725,-2.074993621,2.089075388,-0.392029841,1.697045548,FALSE,3,0
30-11-04,1032941,Sector7,TRUE,2.636104485,-0.109490715,-1.416246586,-15,-0.109246813,-0.740641618,-0.035513712,-1.18890466,-1.224418371,FALSE,3,1
31-12-04,1032941,Sector6,FALSE,2.34747552,0.094557727,-1.197631687,15,-2.518194211,0.443628505,-0.174278115,0.631758749,0.457480635,FALSE,0,2
31-01-05,1032941,Sector9,TRUE,2.56944747,0.099325574,-4.904220247,15,-3.577941233,-1.094960345,-0.01987304,0.384635042,0.364762002,TRUE,2,2
28-02-05,1032941,Sector10,TRUE,2.824659316,0.035727528,2.647128659,-15,4.377918092,-0.559161036,1.398960435,0.338232122,1.737192557,TRUE,2,1
31-03-05,1032941,Sector9,TRUE,2.925577412,0.041497634,-1.93720235,-15,-0.9046873,-0.507206207,-1.828260729,-0.76102158,-2.589282309,FALSE,2,1
29-04-05,1032941,Sector1,TRUE,3.046981953,0.339315837,0.341551047,-15,-2.396914265,0.867876701,-1.435155796,0.691469621,-0.743686175,TRUE,1,2
31-05-05,1032941,Sector1,TRUE,4.080871187,0.399597569,2.262394153,-15,0.410366336,-0.780263413,-1.449985978,1.153074407,-0.296911571,TRUE,0,3
30-06-05,1032941,Sector8,TRUE,5.711577391,-0.187984935,0.001536978,15,-2.469917875,1.807984717,0.271392923,0.074314664,0.345707587,TRUE,1,0
29-07-05,1032941,Sector2,TRUE,4.637886884,0.005498424,4.599509563,7.514442382,,1.687812509,0.284534074,-0.051928952,0.232605121,TRUE,0,1
30-09-05,1032941,Sector5,TRUE,4.735280934,0.579623395,-4.429388954,15,-5.299632,1.076675805,-0.778983832,0.8544114,0.075427567,FALSE,0,3
31-10-05,1032941,Sector6,TRUE,7.479960543,-0.090810471,-2.45430722,-15,-1.882356617,0.492428281,-2.229063124,0.320076108,-1.908987016,FALSE,2,0
30-11-05,1032941,Sector4,TRUE,6.800701802,0.227647015,-1.90804015,-15,,-1.120826325,-0.234496356,1.491710085,1.257213728,FALSE,3,3
30-12-05,1032941,Sector2,TRUE,8.348861264,0.196038216,1.145467031,-1.223908014,-1.550153719,-1.860733446,0.962276977,0.388625054,1.350902031,FALSE,2,3
31-01-06,1032941,Sector3,TRUE,9.985557128,-0.320581203,0.353743845,15,3.002547895,-2.035670135,-0.715083458,-0.279423889,-0.994507347,FALSE,4,1
28-02-06,1032941,Sector6,TRUE,6.784375209,-0.200884931,0.301119559,-15,2.1866935,-2.389605845,0.880079448,-1.414049011,-0.533969563,FALSE,2,3
28-04-06,1032941,Sector10,TRUE,6.677634255,0.029235292,-2.322669511,-15,-4.294376436,2.572156004,-0.811634033,-0.241721989,-1.053356023,FALSE,0,4
31-05-06,1032941,Sector2,FALSE,6.872856841,0.134611591,1.842253924,4.979461077,0.591847499,3.720991309,1.131503601,1.022815441,2.154319042,FALSE,1,0
30-06-06,1032941,Sector1,FALSE,7.798023032,-0.074950922,-1.378515061,15,-2.805186001,0.388854582,-0.614441039,-1.248308902,-1.862749941,TRUE,2,2
31-07-06,1032941,Sector11,TRUE,7.213554015,-0.076013541,-1.976951427,3.479928657,-0.052120331,0.642640845,-0.332544535,1.311027745,0.97848321,TRUE,4,2
31-08-06,1032941,Sector5,TRUE,6.665226235,0.422947026,-2.260889916,-15,-3.505098569,-1.191335894,0.155102445,0.400605914,0.555708359,FALSE,3,2
29-09-06,1032941,Sector10,TRUE,9.484263848,0.355430059,2.014310276,15,2.797160588,0.669487286,-1.337087064,1.297825814,-0.03926125,TRUE,4,2
31-10-06,1032941,Sector4,TRUE,12.85525631,0.041412294,-0.948510996,-15,-0.356339858,1.277590817,-0.371349425,0.234818778,-0.136530647,FALSE,0,3
30-11-06,1032941,Sector9,TRUE,13.38762196,-0.020213398,-4.10032735,15,-6.513340772,0.165878256,1.231432094,-0.205572685,1.025859409,FALSE,4,2
29-12-06,1032941,Sector2,FALSE,13.11701263,-0.245079854,1.250955548,4.321727033,2.464133973,0.255418699,1.093517174,-0.326713404,0.766803769,FALSE,2,2
31-01-07,1032941,Sector10,FALSE,9.902297093,0.02103965,2.523358004,-15,2.457260049,0.154777803,-0.088444167,1.392950895,1.304506728,TRUE,4,1
28-02-07,1032941,Sector4,TRUE,10.11063796,-0.073580094,1.197885056,15,,0.033022223,-1.719467845,-1.87371252,-3.593180365,TRUE,1,3
30-03-07,1032941,,TRUE,9.366696275,0.403597514,-0.453795651,-15,-2.881710298,-0.791839719,-0.826074169,1.186907415,0.360833246,TRUE,0,3
30-04-07,1032941,Sector6,TRUE,13.14707161,0.362786645,-1.658047371,15,-0.173277197,-0.059901075,-0.312851521,0.706860152,0.394008632,FALSE,1,4
29-06-07,1032941,Sector6,TRUE,17.1505527,-0.068524946,1.690859022,15,3.599478202,-0.343806405,0.260831959,-0.50308184,-0.242249881,TRUE,2,3
31-07-07,1032941,Sector6,FALSE,15.97531201,-0.139129453,2.557184777,-15,0.318633097,0.250424248,-1.684650912,-0.394862088,-2.079513,FALSE,3,4
31-08-07,1032941,Sector11,TRUE,13.75267558,-0.042447911,0.51119877,1.0888229,-1.773954087,1.871727983,-1.88295203,0.5587101,-1.32424193,FALSE,1,1
28-09-07,1032941,Sector11,FALSE,13.16890323,-0.04035205,3.172197328,3.868402459,3.038088462,1.434216982,-0.158341281,-0.213327523,-0.371668804,TRUE,2,0
31-10-07,1032941,Sector9,FALSE,12.63751099,0.38050375,-2.677082789,-15,,-0.349669504,-0.037905075,0.257092915,0.21918784,FALSE,1,4
30-11-07,1032941,Sector1,FALSE,17.44613132,0.181649718,2.957327543,13.65466941,2.332911831,-1.305873907,-1.03501759,0.263223499,-0.771794091,FALSE,3,2
31-12-07,1032941,Sector9,TRUE,20.61521615,-0.394939852,3.597385801,15,3.965017393,-1.427331069,0.203975536,0.323574233,0.527549769,FALSE,0,3
31-01-08,1032941,Sector5,FALSE,12.47344574,0.038445985,-2.351927722,15,-3.841821516,0.224898029,0.35254273,-1.461203691,-1.108660961,FALSE,3,3
29-02-08,1032941,Sector10,TRUE,12.95299966,-0.283594296,2.177127333,-15,2.190947438,1.518301813,-0.771881465,2.324822433,1.552940968,TRUE,2,2
31-03-08,1032941,Sector1,TRUE,9.27960284,0.401229397,1.763909114,-15,1.511580349,1.145263018,-0.314281162,0.339302661,0.025021498,TRUE,1,3
30-04-08,1032941,Sector5,TRUE,13.00285229,0.312358267,-0.54004915,-15,-3.201567625,-1.72358232,0.724084255,-0.571942266,0.152141989,TRUE,0,3
30-05-08,1032941,Sector10,TRUE,17.0644007,0.230346392,-1.956000098,15,-2.359664238,0.618049467,0.437521494,2.175758915,2.613280409,FALSE,3,3
30-06-08,1032941,Sector1,TRUE,20.99512384,-0.266325124,-2.789925513,15,0.066074083,1.547665412,2.234538056,-0.080185981,2.154352075,FALSE,3,3
31-07-08,1032941,Sector4,TRUE,15.40359487,-0.062148322,-1.838367272,-15,-3.517002649,-0.927584864,-0.962536551,0.734755902,-0.227780649,TRUE,0,0
29-08-08,1032941,Sector8,TRUE,14.44628731,0.298447344,-2.362585761,4.813692689,-2.233824741,0.601148955,-0.379967028,0.617963539,0.237996512,FALSE,1,4
30-09-08,1032941,Sector1,TRUE,18.75774339,-0.308840935,0.998102812,15,2.80085925,-0.01522267,-0.996095604,1.040545051,0.044449448,FALSE,2,1
31-10-08,1032941,Sector9,FALSE,12.96458438,0.019767582,0.896041744,15,1.808347694,-1.241475768,1.524102873,0.001276559,1.525379432,FALSE,1,1
28-11-08,1032941,Sector3,TRUE,13.22086286,-0.090224738,0.493306613,4.595238894,-2.394452504,1.834073446,-0.846314068,-0.250249924,-1.096563992,FALSE,3,1
31-12-08,1032941,Sector2,TRUE,12.02801398,0.220117357,1.097655998,2.654579324,3.976685534,0.27230745,0.160074239,1.046460798,1.206535037,TRUE,3,1
31-01-00,1036645,Sector6,TRUE,182805.9386,-0.394273154,-3.412962525,-15,-2.432700174,0.425122444,-1.22534343,-0.756822741,-1.982166172,TRUE,1,2
31-03-00,1036645,Sector10,TRUE,139418.2721,0.226737813,1.507521983,15,3.308830789,-1.175248565,-0.908482309,1.958174399,1.04969209,FALSE,3,3
28-04-00,1036645,Sector3,FALSE,171029.6662,-0.330281766,-2.13590548,3.753943442,-0.690057471,-1.281989786,0.649406863,-0.710128937,-0.060722074,FALSE,2,1
31-05-00,1036645,Sector7,TRUE,114541.686,0.270201284,0.375743291,15,-0.504540353,0.78190944,-1.057815585,-2.385797386,-3.443612971,FALSE,3,2
30-06-00,1036645,Sector8,TRUE,145490.9966,-0.083212619,-0.196957942,-15,-0.41410122,0.819823606,-0.37918341,0.928266896,0.549083486,TRUE,3,2
31-07-00,1036645,Sector6,TRUE,133384.3098,0.007843854,-0.537330091,15,-0.214908023,0.11676532,-0.463544112,0.163336321,-0.300207791,FALSE,0,0
31-08-00,1036645,Sector7,TRUE,134430.5569,-0.229101611,-4.004809529,-15,-5.6016758,-0.840968234,0.61665248,-1.915980439,-1.299327959,FALSE,0,3
29-09-00,1036645,Sector3,TRUE,103632.2997,-0.116630119,-0.456438298,15,-1.006290538,0.867389287,-1.252263883,1.352184837,0.099920954,FALSE,1,3
31-10-00,1036645,Sector6,TRUE,91545.65227,-0.180402649,0.071081649,-15,-0.276881409,-0.647525903,0.854263814,0.424065614,1.278329428,TRUE,0,1
30-11-00,1036645,Sector4,TRUE,75030.57409,0.09158817,-2.755265415,-15,-4.325958145,0.261743024,-0.403386373,0.436289297,0.032902924,FALSE,2,1
29-12-00,1036645,Sector4,FALSE,81902.48705,-0.331981453,1.585988771,-15,0.622996938,-0.769669348,-0.475900606,-2.009498638,-2.485399244,FALSE,2,1
31-01-01,1036645,Sector6,TRUE,54712.38038,-0.508127698,-2.322636753,15,-3.824318106,-2.169950851,0.890689847,0.097157063,0.98784691,FALSE,4,2
28-02-01,1036645,Sector7,TRUE,26911.50447,-0.360513275,2.670196696,15,0.46005484,-0.709655053,-1.31986594,-1.094603486,-2.414469425,FALSE,3,0
30-03-01,1036645,Sector7,FALSE,17209.54987,0.345573599,-1.255448622,15,-1.023998297,0.031413307,-1.716174942,0.883118895,-0.833056047,TRUE,1,3
30-04-01,1036645,Sector11,TRUE,23156.71595,-0.234244291,1.886993362,3.048556263,-0.65153149,-1.256760278,0.201485427,0.084201071,0.285686498,FALSE,1,3
31-05-01,1036645,Sector6,TRUE,17732.38744,0.257493931,-1.939296102,-15,-4.176994236,-1.102333515,0.526621482,-0.90885829,-0.382236808,TRUE,0,0
29-06-01,1036645,Sector11,TRUE,22298.36959,0.317101966,0.560320409,-15,-0.411146961,-0.635732868,1.59559162,2.681781112,4.277372732,FALSE,2,2
31-07-01,1036645,Sector7,TRUE,29369.22642,-0.444661103,4.584338914,15,2.860950412,1.512983721,-0.027683792,-0.73200367,-0.759687462,TRUE,3,2
31-08-01,1036645,Sector8,TRUE,16309.87381,-0.253015791,-6.903265163,5.155676861,-5.334309407,0.015738637,-0.954615465,0.850326987,-0.104288478,TRUE,0,1
28-09-01,1036645,Sector8,TRUE,12183.21818,-0.347920454,1.231215455,13.10270874,2.830987089,0.301103947,-1.610206361,-1.479338243,-3.089544604,FALSE,3,0
31-10-01,1036645,Sector1,TRUE,7944.427382,0.110369135,-2.375086119,15,-2.304043448,0.12964283,0.48190482,-0.372183256,0.109721565,FALSE,0,2
30-11-01,1036645,Sector5,TRUE,8821.246959,0.115046594,0.332198387,-15,3.121423308,0.727815974,-0.166251458,0.492029451,0.325777992,FALSE,3,2
31-12-01,1036645,Sector6,TRUE,9836.101372,0.068092523,2.120073624,15,2.461027144,-0.208341914,-0.210287665,0.512042942,0.301755277,FALSE,3,0
31-01-02,1036645,Sector5,TRUE,10505.86633,0.106965161,1.2268285,15,1.987698431,-1.198610294,-0.358661352,0.178233909,-0.180427443,TRUE,0,2
28-02-02,1036645,Sector11,TRUE,11629.62802,-0.119437172,-0.105534445,10.20708608,2.381313565,0.857239452,-0.523161174,0.029429216,-0.493731957,FALSE,2,4
29-03-02,1036645,Sector2,TRUE,10240.61814,0.159546045,-2.767209591,6.038429971,-5.137469314,-0.087223842,0.531489825,-1.181174473,-0.649684648,FALSE,1,0
30-04-02,1036645,Sector6,TRUE,11874.46826,-0.09436933,-2.886539358,15,-1.387116893,-0.012369476,1.587411955,-0.366812962,1.220598993,FALSE,2,1
31-05-02,1036645,Sector1,TRUE,10753.88265,-0.141381921,3.318340886,-15,2.060932361,2.345610136,-0.801836787,2.166531691,1.364694904,FALSE,0,1
28-06-02,1036645,Sector8,FALSE,9233.478067,-0.448569882,-0.567042683,-15,-1.116148985,-1.251444109,0.521394812,-0.199670245,0.321724568,TRUE,2,2
31-07-02,1036645,Sector5,TRUE,5091.617903,0.157800651,1.727981307,-15,4.638256467,0.502900154,1.161431737,0.263646422,1.425078159,TRUE,2,3
30-08-02,1036645,Sector8,TRUE,5895.078523,0.046167658,1.034861604,4.848876296,0.275698136,0.398720368,0.659817369,0.930017652,1.589835021,TRUE,0,3
30-09-02,1036645,Sector8,TRUE,6167.24049,-0.101635411,-1.150271136,8.499098768,-0.02549606,-2.237433319,-2.294923369,-2.157451224,-4.452374594,FALSE,3,3
31-10-02,1036645,Sector7,FALSE,5540.430468,0.189520794,0.616008443,15,3.325460952,0.501055762,-1.65287938,0.123969063,-1.528910317,FALSE,3,3
29-11-02,1036645,Sector3,TRUE,6590.457247,0.237881219,-3.896074312,5.79064998,-1.535222303,1.362060048,-1.433719227,1.291028378,-0.142690849,TRUE,3,3
31-12-02,1036645,Sector9,TRUE,8158.203253,0.221480192,-0.006271777,-15,-1.786616834,-0.765012103,-0.300445444,-1.045694663,-1.346140107,FALSE,3,0
31-01-03,1036645,Sector5,TRUE,9965.083676,0.102783476,0.861935698,-15,-0.688712769,0.654269816,1.276993667,-1.002851465,0.274142201,FALSE,1,3
28-02-03,1036645,Sector10,FALSE,10989.32962,-0.374836513,-2.159012717,-15,-2.408979899,-0.86406905,-0.040544237,0.663781227,0.62323699,FALSE,1,4
31-03-03,1036645,Sector2,TRUE,6870.127627,-0.123107307,-0.614707344,-7.809557257,-2.113038253,0.366539863,-0.338355266,0.271381765,-0.066973501,FALSE,1,2
30-04-03,1036645,Sector9,TRUE,6024.364715,-0.128215512,-2.107090463,-15,-2.596556852,0.441701483,-1.625501175,-0.077692368,-1.703193543,TRUE,2,1
30-05-03,1036645,Sector10,TRUE,5251.947707,-0.807030455,-1.290565247,15,-1.381715895,0.571476023,-0.683059375,0.925343462,0.242284087,TRUE,2,3
30-06-03,1036645,Sector3,TRUE,1013.465958,-0.144072685,0.543979945,-9.271544974,-2.430664219,-1.870817177,-2.068543897,0.897544654,-1.170999243,FALSE,1,0
31-07-03,1036645,Sector2,TRUE,867.4531957,-0.090478837,-1.331413848,4.93090897,-0.117010694,-0.627301815,0.588318314,-0.716787122,-0.128468808,FALSE,3,0
29-08-03,1036645,Sector5,TRUE,788.9670392,0.11168032,-3.37994578,-15,-1.190108652,0.33407335,1.399587245,1.158868362,2.558455607,FALSE,3,0
30-09-03,1036645,Sector10,TRUE,877.0791306,0.420476513,-2.529424052,15,-1.153765438,-1.026642232,-0.074383505,1.283944013,1.209560508,TRUE,1,3
31-10-03,1036645,Sector6,TRUE,1245.870305,-0.020759003,-1.215766974,-15,-1.100210402,0.203736896,0.263341574,-1.49460741,-1.231265836,FALSE,2,2
28-11-03,1036645,Sector4,TRUE,1220.007279,0.535217627,0.233021212,15,1.068880406,0.416354669,0.176853096,-0.507606299,-0.330753203,TRUE,3,4
31-12-03,1036645,Sector8,TRUE,1872.97668,-0.274845793,0.492626761,15,0.569248134,-0.902749649,-0.40842144,-1.182116312,-1.590537753,FALSE,2,0
30-01-04,1036645,Sector4,FALSE,1358.196919,0.220155507,0.724963479,15,3.556296331,-0.105781668,-0.448695159,0.482946462,0.034251304,FALSE,2,1
27-02-04,1036645,,TRUE,1657.21145,0.017084406,-2.318391103,15,-3.811866143,0.838046154,0.570544644,0.168515357,0.739060001,TRUE,4,0
31-03-04,1036645,Sector1,TRUE,1685.523923,-0.248540384,-1.380381157,15,-1.777804272,0.611499478,0.971341436,0.008362132,0.979703569,TRUE,2,2
30-04-04,1036645,Sector6,FALSE,1266.60316,-0.126684531,-1.194092318,15,-2.716809388,0.818541625,-1.142060201,-0.429363076,-1.571423277,FALSE,1,2
31-05-04,1036645,Sector3,TRUE,1106.144132,0.172939698,1.53547855,5.098173119,0.523790653,-0.180169307,-1.995865748,-0.995177588,-2.991043336,FALSE,1,3
30-06-04,1036645,Sector3,TRUE,1297.440364,0.147215546,0.917109976,13.01661202,0.627347801,0.304545931,1.380223094,-0.624767311,0.755455783,TRUE,1,2
30-07-04,1036645,Sector9,TRUE,1488.443756,-0.007356858,-2.190311265,15,-3.517460767,-0.000388263,0.746259118,0.244275709,0.990534826,FALSE,0,2
31-08-04,1036645,Sector6,FALSE,1477.493486,-0.556568813,-2.769404501,15,-5.698602237,-0.494577196,-0.214137766,0.537990864,0.323853097,FALSE,4,0
30-09-04,1036645,Sector5,TRUE,655.1666901,-0.14088636,1.087028808,-15,0.117771142,-0.135345537,-0.289325409,-0.661886234,-0.951211643,FALSE,2,1
29-10-04,1036645,,TRUE,562.8626401,-0.031257935,1.016639393,-15,1.440996664,1.969467162,-0.564655125,1.27295645,0.708301325,TRUE,2,3
30-11-04,1036645,Sector10,TRUE,545.2687165,0.199832656,0.982515556,15,0.184632581,0.940901845,1.869305042,-0.645303631,1.22400141,TRUE,2,1
31-12-04,1036645,Sector11,TRUE,654.2312126,-0.101149883,-0.934578897,14.83921876,-0.75161808,2.084170865,-0.532008902,0.576580137,0.044571235,FALSE,0,0
31-01-05,1036645,Sector8,FALSE,588.0558018,0.011427492,6.037652047,1.642129566,7.697494864,-0.125434602,1.047845805,-2.384927324,-1.337081519,FALSE,3,4
28-02-05,1036645,Sector10,TRUE,594.7758046,0.03306703,1.017139788,-15,2.19165989,1.481294805,-1.480207873,1.330729354,-0.149478519,FALSE,2,3
